1780487277.610,start,-0.4322,7.0155,0.3778,-5.1115,0.1833,-0.4478,0.2495
1780487277.620,start,-0.5707,7.1483,0.2860,-5.1880,0.1742,-0.4357,0.2502
1780487277.630,start,-0.5773,7.0729,0.2688,-5.1185,0.1662,-0.4255,0.2508
1780487277.640,start,-0.5088,7.1525,0.2932,-5.1672,0.1620,-0.4342,0.2502
1780487277.650,start,-0.4283,6.9949,0.3480,-5.1295,0.1702,-0.4370,0.2488
1780487277.660,start,-0.3515,7.2145,0.3981,-5.1089,0.1778,-0.4403,0.2479
1780487277.670,start,-0.2040,7.0410,0.4825,-5.0936,0.1820,-0.4531,0.2481
1780487277.680,start,-0.1247,7.1217,0.5265,-5.1286,0.1896,-0.4437,0.2490
1780487277.690,start,-0.2507,7.0446,0.4695,-5.0960,0.1800,-0.4334,0.2498
1780487277.700,start,-0.3337,6.9921,0.3988,-5.1144,0.1786,-0.4398,0.2502
1780487277.710,start,-0.4887,7.1482,0.2937,-5.1660,0.1640,-0.4350,0.2516
1780487277.720,start,-0.5126,7.0594,0.2584,-5.1032,0.1487,-0.4310,0.2528
1780487277.730,start,-0.4499,7.1247,0.2809,-5.1130,0.1441,-0.4504,0.2523
1780487277.740,start,-0.3318,7.0466,0.3607,-5.1316,0.1665,-0.4499,0.2514
1780487277.750,start,-0.2232,7.0919,0.4312,-5.0695,0.1629,-0.4526,0.2518
1780487277.760,start,-0.0811,6.9789,0.5180,-5.0413,0.1705,-0.4688,0.2514
1780487277.770,start,-0.0512,7.0755,0.5600,-5.1042,0.1828,-0.4619,0.2506
1780487277.780,start,-0.2169,6.9635,0.4642,-5.0611,0.1890,-0.4525,0.2504
1780487277.790,start,-0.3382,6.9703,0.3789,-5.0295,0.1668,-0.4695,0.2509
1780487277.800,start,-0.4114,6.9400,0.3033,-5.0159,0.1611,-0.4687,0.2518
1780487277.810,start,-0.3945,6.9418,0.3149,-4.9856,0.1519,-0.4722,0.2517
1780487277.820,start,-0.2977,6.7944,0.3606,-4.9723,0.1643,-0.4816,0.2504
1780487277.830,start,-0.2042,6.9150,0.4391,-4.9932,0.1603,-0.4846,0.2497
1780487277.840,start,-0.1182,6.8549,0.4739,-4.9257,0.1610,-0.4920,0.2503
1780487277.850,start,-0.0534,6.9222,0.5283,-5.0142,0.1627,-0.4983,0.2497
1780487277.860,start,-0.0762,7.0007,0.5216,-5.1147,0.1781,-0.4693,0.2492
1780487277.870,start,-0.1943,7.0257,0.4527,-5.1340,0.1638,-0.4546,0.2489
1780487277.880,start,-0.3147,7.1612,0.3595,-5.1967,0.1564,-0.4537,0.2493
1780487277.890,start,-0.3697,7.0344,0.3127,-5.1651,0.1446,-0.4412,0.2492
1780487277.900,start,-0.3898,7.0666,0.2972,-5.1887,0.1467,-0.4379,0.2482
1780487277.910,start,-0.2821,6.8460,0.3596,-5.1460,0.1504,-0.4390,0.2466
1780487277.920,start,-0.2144,7.1209,0.4089,-5.1336,0.1493,-0.4425,0.2469
1780487277.930,start,-0.0763,7.0508,0.4835,-5.1070,0.1476,-0.4601,0.2469
1780487277.940,start,-0.0278,7.0765,0.5310,-5.1721,0.1627,-0.4553,0.2452
1780487277.950,start,-0.0195,6.9914,0.5498,-5.1653,0.1748,-0.4328,0.2452
1780487277.960,start,-0.1724,6.9806,0.4465,-5.1350,0.1591,-0.4367,0.2467
1780487277.970,start,-0.2775,7.0171,0.3753,-5.1375,0.1536,-0.4357,0.2473
1780487277.980,start,-0.3431,7.0368,0.3370,-5.1520,0.1457,-0.4223,0.2472
1780487277.990,start,-0.3417,6.9690,0.3290,-5.1150,0.1508,-0.4301,0.2460
1780487278.000,start,-0.2477,6.9736,0.3945,-5.1234,0.1496,-0.4402,0.2450
1780487278.010,start,-0.1902,7.0831,0.4298,-5.1254,0.1446,-0.4414,0.2448
1780487278.020,start,-0.0877,6.9769,0.4875,-5.1070,0.1375,-0.4564,0.2436
1780487278.030,start,-0.0155,6.9552,0.5422,-5.1196,0.1650,-0.4534,0.2423
1780487278.040,start,-0.0378,6.8899,0.5450,-5.0813,0.1574,-0.4464,0.2429
1780487278.050,start,-0.1506,6.9090,0.4390,-5.0400,0.1422,-0.4603,0.2444
